Malpasset Geometry 
Point Number X (m)     Y (m)      Z (m)
   11561   4624.44   4080.37     90.16
   11562   4503.54   3640.01     74.08
   11563   4504.23   3588.79     85.29
   11564   4505.87   3539.33     90.00
   11565   4507.32   3489.45     90.00
   11566   4610.47   4118.96     90.04
   11567   4609.21   4105.26     90.00
   11568   4608.42   4093.31     90.00
   11569   4601.68   4082.40     90.00
   11570   4596.99   4066.87     90.03
   11571   4593.02   4049.19     90.00
   11572   4588.77   4030.36     90.00
   11573   4581.47   4010.51     89.67
   11574   4571.65   3985.80     86.34
   11575   4563.21   3954.31     81.35
   11576   4557.04   3919.20     79.86
   11577   4548.35   3882.01     76.85
   11578   4538.86   3840.08     74.20
   11579   4530.89   3795.72     86.02
   11580   4441.53   4126.97     54.94
   11581   4470.16   4131.94     59.76
   11582   4489.37   4122.79     63.26
   11583   4520.52   4100.64     73.81
   11584   4536.45   4085.22     78.66
   11585   4551.30   4075.09     83.00
   11586   4560.73   4060.75     86.83
   11587   4574.45   4045.63     90.00
   11588   4521.62   3911.28     70.00
   11589   4483.61   3929.69     62.80
   11590   4449.22   4082.66     56.52
   11591   4472.31   4106.85     59.34
   11592   4554.43   4041.53     82.41
   11593   4551.28   4015.06     80.01
   11594   4534.67   3983.55     73.98
   11595   4524.06   3946.62     70.69
   11596   4484.23   3981.69     62.02
   11597   4513.59   4017.85     70.02
   11598   4508.83   4051.70     70.11
   11599   4514.40   4079.31     71.50
   11600   4537.03   4061.59     79.39
   11601   4533.03   4037.55     77.16
   11602   4469.52   4037.53     59.64
   11603   4498.17   4100.33     67.86
   11604   4485.41   4076.40     62.92
   11605   4570.08   4028.62     89.72
   11606   4486.22   3788.26     81.83
   11607   4495.06   3878.91     66.30
   11608   4490.04   3827.74     70.08
   11609   4567.51   4077.32     88.83
   11610   4573.17   4093.99     89.44
   11611   4578.48   4110.94     89.97
   11612   4579.68   4063.33     90.00
   11613   4585.36   4080.20     90.00
   11614   4593.15   4097.29     90.00
   11615   4595.73   4114.88     90.00
   11616   4540.64   4104.11     80.63
   11617   4559.73   4107.65     85.77
   11618   4554.80   4090.56     84.04
   11619   4422.50   4201.14     48.69
   11620   4485.01   4145.06     60.98
   11621   4462.60   4158.04     59.02
   11622   4428.33   4167.21     52.42
   11623   4452.18   4188.79     56.69
   11624   4476.76   4182.27     59.74
   11625   4484.23   4164.02     60.27
   11626   4472.11   4204.19     58.32
   11627   4610.12   4054.29     90.00
   11628   4608.14   4034.69     90.00
   11629   4605.43   4013.53     90.00
   11630   4601.65   3989.71     90.00
   11631   4597.62   3961.67     90.00
   11632   4594.20   3928.99     90.00
   11633   4590.77   3892.00     90.00
   11634   4586.74   3850.56     89.80
   11635   4582.09   3805.54     89.56
   11636   4612.06   4071.81     90.09
   11637   4614.11   4084.92     90.09
   11638   4547.00   3613.54     87.56
   11639  13431.00   1683.00      4.99
   11640  14315.00   1420.00      3.09
   11641  14897.00   1677.00      2.22
   11642  15608.00   1694.00      2.36
   11643  16071.00   1868.00      2.23
   11644  15496.00   2461.00      3.50
   11645  14758.00   2344.00      2.49
   11646  14282.00   2187.00      2.55
   11647  13817.00   2310.00      3.70
   11648  13246.26   1889.76      6.15
   11649  13300.89   1828.61      5.55
   11650  13362.88   1759.24      5.00
   11651  13529.22   1653.78      4.94
   11652  13627.45   1624.56      4.82
   11653  13725.67   1595.33      4.52
   11654  13823.89   1566.11      4.24
   11655  13922.11   1536.89      3.91
   11656  14020.33   1507.67      3.79
   11657  14118.56   1478.44      3.45
   11658  14216.78   1449.22      3.30
   11659  14412.00   1462.83      2.95
   11660  14509.00   1505.67      2.51
   11661  14606.00   1548.50      2.50
   11662  14703.00   1591.33      2.50
   11663  14800.00   1634.17      2.32
   11664  14998.57   1679.43      2.50
   11665  15100.14   1681.86      2.50
   11666  15201.71   1684.29      2.50
   11667  15303.29   1686.71      2.50
   11668  15404.86   1689.14      2.50
   11669  15506.43   1691.57      2.50
   11670  15700.60   1728.80      2.37
   11671  15793.20   1763.60      2.43
   11672  15885.80   1798.40      2.42
   11673  15978.40   1833.20      2.40
   11674  15978.45   1914.32      2.45
   11675  15902.17   1952.50      2.49
   11676  15842.47   1982.38      2.50
   11677  15689.43   2141.15      2.52
   11678  15648.29   2209.17      2.69
   11679  15602.57   2284.77      3.26
   11680  15551.30   2369.56      3.68
   11681  15390.57   2444.29      3.13
   11682  15285.14   2427.57      2.86
   11683  15179.71   2410.86      2.60
   11684  15074.29   2394.14      2.32
   11685  14968.86   2377.43      1.84
   11686  14863.43   2360.71      1.94
   11687  14662.80   2312.60      2.80
   11688  14567.60   2281.20      2.48
   11689  14472.40   2249.80      2.52
   11690  14377.20   2218.40      2.59
   11691  14189.00   2211.60      2.56
   11692  14096.00   2236.20      2.73
   11693  14003.00   2260.80      2.86
   11694  13910.00   2285.40      3.26
   11695  13774.33   2388.33      3.66
   11696  13731.67   2466.67      3.76
   11697  14085.19   1570.33      3.52
   11698  14124.68   1622.22      3.48
   11699  14168.90   1650.81      3.38
   11700  14192.98   1682.30      3.32
   11701  14219.01   1696.31      3.22
   11702  14244.81   1713.12      3.13
   11703  13519.29   1735.93      4.96
   11704  13518.13   1791.03      4.93
   11705  13503.00   1829.82      4.95
   11706  13503.32   1866.30      4.94
   11707  13507.52   1886.10      4.93
   11708  13522.45   1876.43      4.91
   11709  13539.65   1879.44      4.90
   11710  14011.71   1778.57      3.92
   11711  14023.63   1743.25      3.90
   11712  14034.14   1702.10      3.83
   11713  14059.06   1646.97      3.71
   11714  13984.51   1755.65      4.01
   11715  13955.51   1726.62      4.04
   11716  13922.25   1695.59      4.13
   11717  13901.25   1633.25      4.14
   11718  13876.11   1847.95      3.38
   11719  13877.57   1814.94      4.23
   11720  13901.17   1780.61      2.64
   11721  13907.40   1740.50      4.12
   11722  13808.40   1844.04      4.42
   11723  13827.27   1808.56      4.38
   11724  13855.87   1763.50      4.32
   11725  13866.72   1703.35      4.24
   11726  13796.09   1770.96      4.43
   11727  13756.96   1728.54      4.54
   11728  13701.46   1679.27      4.59
   11729  13689.33   1749.68      4.64
   11730  13635.75   1783.96      4.75
   11731  13572.37   1784.03      4.84
   11732  13541.62   1817.53      4.89
   11733  13540.30   1853.79      4.88
   11734  13741.31   1784.11      4.54
   11735  13689.81   1806.29      4.70
   11736  13645.47   1833.00      4.74
   11737  13606.30   1844.55      4.80
   11738  13578.30   1859.00      4.84
   11739  13559.81   1872.85      4.87
   11740  13772.91   1851.47      4.51
   11741  13780.24   1815.47      4.44
   11742  13747.87   1861.92      4.55
   11743  13735.45   1833.71      4.54
   11744  13724.47   1863.45      4.62
   11745  13629.59   1863.63      4.77
   11746  13658.44   1864.38      4.73
   11747  13691.55   1853.26      4.70
   11748  13603.32   1867.84      4.81
   11749  13574.29   1828.97      4.83
   11750  13606.84   1814.90      4.80
   11751  13610.70   1715.89      4.81
   11752  13814.86   1725.60      4.38
   11753  13798.69   1661.64      4.38
   11754  13845.48   1842.41      4.32
   11755  13942.90   1773.34      4.11
   11756  13977.68   1791.72      4.01
   11757  13951.93   1807.52      4.05
   11758  13922.10   1810.78      4.17
   11759  13994.72   1594.89      3.83
   11760  13980.37   1674.26      3.96
   11761  13995.63   1720.37      3.94
   11762  14176.75   1730.84      3.45
   11763  14191.46   1707.03      3.36
   11764  14141.98   1737.84      3.60
   11765  14157.11   1699.21      3.51
   11766  14068.32   1733.99      3.74
   11767  14105.78   1750.56      3.70
   11768  14111.25   1714.43      3.64
   11769  14116.48   1671.23      3.60
   11770  14077.85   1693.74      3.73
   11771  14078.11   1765.07      3.74
   11772  14047.46   1768.82      3.82
   11773  14211.43   1726.47      3.30
   11774  13350.63   2001.71      5.16
   11775  13398.70   1987.92      5.03
   11776  13429.21   1985.35      5.03
   11777  13450.80   1971.38      5.01
   11778  13486.38   1889.24      4.96
   11779  13462.25   1902.50      4.97
   11780  13426.83   1907.67      4.99
   11781  13373.17   1936.23      5.00
   11782  13305.33   1955.75      5.22
   11783  13456.87   1937.04      4.99
   11784  13480.92   1916.13      4.98
   11785  13422.60   1954.26      5.00
   11786  13454.34   1787.86      4.99
   11787  13460.28   1862.42      4.98
   11788  13385.81   1853.54      5.00
   11789  13322.29   1892.78      5.11
   11790  13422.43   2010.33      5.10
   11791  13438.55   2035.93      5.16
   11792  13458.96   2056.65      5.19
   11793  13430.40   2079.72      5.44
   11794  13461.59   2082.63      5.18
   11795  13461.09   2115.27      5.24
   11796  13394.19   2039.65      5.36
   11797  13451.51   2002.83      5.08
   11798  14636.90   1877.46      2.50
   11799  14697.95   1833.96      2.47
   11800  14755.98   1782.66      2.41
   11801  14820.75   1724.78      2.21
   11802  15358.47   1764.18      2.50
   11803  15312.56   1843.13      2.50
   11804  15267.08   1930.64      2.50
   11805  15206.92   1994.02      2.50
   11806  15460.24   1762.75      2.50
   11807  15411.75   1839.09      2.50
   11808  15366.33   1916.75      2.50
   11809  15332.68   1990.77      2.50
   11810  15413.35   1984.52      2.50
   11811  15512.32   1835.37      2.46
   11812  15555.59   1910.38      2.48
   11813  15586.21   1978.69      2.50
   11814  15567.63   1757.16      2.42
   11815  15618.17   1830.49      2.45
   11816  15652.25   1917.35      2.49
   11817  15698.13   1971.30      2.50
   11818  15897.68   1879.09      2.46
   11819  15828.96   1924.37      2.49
   11820  15812.27   1851.78      2.47
   11821  15747.35   1911.31      2.49
   11822  15720.64   1833.89      2.46
   11823  15771.84   1969.16      2.50
   11824  15639.64   1985.41      2.50
   11825  15460.56   1912.35      2.50
   11826  15504.02   1988.00      2.50
   11827  15269.84   2005.93      2.50
   11828  14707.37   1905.35      2.41
   11829  15258.13   1764.25      2.50
   11830  15213.59   1843.88      2.50
   11831  15159.14   1763.31      2.50
   11832  15127.55   1990.70      2.50
   11833  15167.64   1920.01      2.50
   11834  15117.02   1841.94      2.50
   11835  15064.21   1763.63      2.50
   11836  14773.95   1860.72      2.32
   11837  14778.42   1935.11      2.27
   11838  14842.93   1808.11      2.17
   11839  14861.05   1899.13      1.75
   11840  14896.99   1970.83       .28
   11841  15036.85   1996.90      2.50
   11842  15073.68   1918.88      2.50
   11843  14958.69   1992.35       .14
   11844  14969.13   1921.75      1.50
   11845  15023.88   1841.95      1.74
   11846  14932.76   1832.23      1.04
   11847  14913.09   1749.14      2.03
   11848  14986.50   1773.27      2.50
   11849  14833.15   1965.19       .61
   11850  14423.66   1556.80      2.56
   11851  14426.09   1635.85      2.57
   11852  14419.16   1703.84      2.65
   11853  14413.27   1764.71      2.81
   11854  14358.41   1729.29      2.92
   11855  14193.77   1571.77      3.15
   11856  14287.87   1695.65      3.05
   11857  14357.62   1664.04      2.88
   11858  14363.01   1600.35      2.71
   11859  14291.19   1619.28      2.98
   11860  14228.39   1658.13      3.14
   11861  14245.02   1690.80      3.13
   11862  14316.49   1525.75      2.98
   11863  14628.77   1806.79      2.51
   11864  14625.53   1732.91      2.50
   11865  14618.63   1646.66      2.50
   11866  14546.37   1699.24      2.50
   11867  14481.79   1749.41      2.58
   11868  14452.70   1801.23      2.74
   11869  14504.12   1820.70      2.84
   11870  14568.32   1849.22      2.83
   11871  14559.15   1776.38      2.50
   11872  14515.36   1610.35      2.50
   11873  14477.75   1679.74      2.53
   11874  14684.75   1770.79      2.50
   11875  14715.52   1697.61      2.50
   11876  13644.36   2322.50      5.04
   11877  13723.04   2303.62      4.71
   11878  14208.53   2131.64      2.52
   11879  14149.28   2082.14      2.50
   11880  14100.37   2035.35      2.58
   11881  14055.38   1989.27      3.33
   11882  14008.81   1965.14      3.78
   11883  13977.42   1939.74      4.00
   11884  13951.54   1916.44      4.06
   11885  14828.10   2281.37      2.16
   11886  14799.31   2205.73      2.39
   11887  14776.25   2137.88      3.03
   11888  14466.00   1983.02      2.57
   11889  14412.70   2018.23      2.53
   11890  14354.25   2056.31      2.52
   11891  14285.66   2097.90      2.51
   11892  14164.62   2016.00      2.50
   11893  14174.68   1956.70      2.65
   11894  14183.73   1906.41      3.04
   11895  14192.89   1864.69      3.28
   11896  14200.13   1828.91      3.32
   11897  14014.40   1925.62      3.89
   11898  14051.86   1912.16      3.79
   11899  14090.16   1898.67      3.69
   11900  14120.14   1881.13      3.62
   11901  14154.45   1876.56      3.53
   11902  14094.34   1863.22      3.73
   11903  13984.42   1904.13      3.08
   11904  14021.44   1886.07      3.24
   11905  14061.15   1875.73      3.81
   11906  14129.91   1847.74      3.64
   11907  14168.17   1839.93      3.49
   11908  14081.62   1940.37      3.48
   11909  14118.09   1976.19      2.86
   11910  14131.84   1919.43      3.29
   11911  14042.42   1946.51      3.68
   11912  14286.36   2022.09      2.50
   11913  14281.98   1950.56      2.57
   11914  14294.44   1896.16      2.85
   11915  14297.46   1849.94      2.96
   11916  14259.67   1868.68      2.97
   11917  14226.78   1848.28      3.17
   11918  14224.07   1888.07      2.99
   11919  14224.45   1933.03      2.64
   11920  14225.34   1989.15      2.50
   11921  14219.96   2056.49      2.51
   11922  14256.92   1907.30      2.76
   11923  14225.63   1816.99      3.22
   11924  14258.31   1822.32      3.06
   11925  14335.28   1876.42      2.88
   11926  14350.94   1982.12      2.58
   11927  14373.58   1900.38      2.78
   11928  14335.37   1924.09      2.77
   11929  14409.92   1964.70      2.65
   11930  14410.25   1923.08      2.71
   11931  14376.01   1938.87      2.73
   11932  14443.65   1942.87      2.63
   11933  14581.20   2053.76      1.71
   11934  14512.92   2093.23      2.52
   11935  14451.12   2160.21      2.50
   11936  14554.35   2182.32      2.48
   11937  14643.29   2084.14      2.50
